khoi	tinh	M1	M2	M3
A	1A	7.25	7.25	7.25
A	28	8	6.50	6.50
A	1A	6.25	3.50	5.75
A	18	6.25	7.25	8.50
A	27	6.50	6.50	7.50
A	25	8.50	5.75	7.00
A	1B	3.25	3.50	3.75
A	28	7	6.75	6.75
A	29	5.50	6.00	6.00
A	1A	8.25	8.00	7.00
A	28	5	4.75	4.50
A	25	6	5.50	3.75
A	25	6.50	6.50	5.50
A	16	7.75	6.50	5.50
A	1A	2	2.50	2.25
A	1A	8	4.25	7.75
A	28	4.75	6.75	6.25
A	24	6	6.25	7.00
A	26	6.25	6.50	4.50
A	26	7.75	6.50	7.00
A	28	7.75	7.50	7.25
A	1A	7.75	5.50	7.25
A	28	7	5.75	7.50
A	28	5.50	7.50	7.25
A	25	7.25	7.00	8.50
A	1B	7	5.25	7.50
A	1B	6.75	5.50	6.50
A	1B	5.75	5.50	5.00
A	21	5	6.00	4.50
A	1B	6.25	5.50	6.75
A	15	7	3.50	6.75
A	18	3.75	5.50	5.00
A	12	6.50	6.50	5.50
A	09	3.50	5.50	3.25
A	1B	4.75	5.25	6.50
A	10	0.50	5.25	5.00
A	28	6.50	6.75	7.50
A	1A	8.25	7.50	8.00
A	25	3	3.50	3.50
A	22	6	7.25	6.50
A	25	6.50	5.75	6.50
A	19	5.75	6.00	6.75
A	25	8	6.75	7.25
A	1A	7.50	5.75	3.50
A	1B	4.75	6.25	6.50
A	18	3	3.00	3.25
A	1B	6.75	6.50	6.25
A	28	6	6.25	6.00
A	25	8	6.00	5.75
A	19	6	6.50	7.00
A	19	7	6.75	7.00
A	26	5.75	5.50	4.50
A	1B	6.25	6.25	6.25
A	19	6.25	6.25	7.50
A	19	9	7.50	4.50
A	22	7.50	7.50	8.75
A	22	7.75	7.25	7.75
A	22	6	6.50	7.00
A	25	6.25	5.25	5.50
A	1A	5	4.75	6.00
A	25	7	6.00	7.00
A	22	5.50	6.50	6.25
A	1A	7.75	6.75	8.00
A	1A	7.75	3.00	8.00
A	22	8.50	8.00	9.25
A	15	5	6.50	6.25
A	19	8	7.50	7.25
A	1B	0	3.00	2.75
A	25	5	3.75	3.50
A	26	7.50	7.25	6.50
A	1A	7	6.75	7.50
A	25	5.75	5.75	7.50
A	1B	6.75	6.75	7.50
A	15	1	3.25	2.75
A	15	6.50	5.50	7.25
A	27	3	5.00	5.00
A	1A	7.75	7.75	7.00
A	25	5.25	5.50	5.75
A	21	5	6.00	4.75
A	22	6.25	7.50	6.25
A	22	7	7.50	5.75
A	21	6.50	6.50	6.50
A	21	0.75	4.25	3.00
A	21	6.50	7.50	8.00
A	1B	7	7.50	5.50
A	1B	7.75	7.25	7.75
A	28	7.50	7.50	6.50
A	25	5.25	7.25	7.50
A	1A	1	1.50	2.75
A	1A	6.50	6.25	6.75
A	1B	7.50	5.50	6.50
A	1A	5.25	4.00	6.00
A	17	0.75	2.50	3.00
A	1B	6	4.25	5.25
A	14	0	3.00	3.50
A	22	6.75	5.75	9.50
A	28	2.50	4.50	4.75
A	19	5.25	6.50	5.50
A	1A	4.75	6.00	7.00
A	26	6.25	8.00	8.50
A	1A	8	6.50	9.00
A	28	8	6.50	7.50
A	25	6.25	6.75	7.50
A	19	5.50	6.00	7.00
A	25	6	4.50	4.75
A	21	8	6.50	7.50
A	22	7	7.50	6.25
A	1B	8	8.25	9.75
A	15	6.25	6.00	8.50
A	1B	2.75	4.25	4.50
A	1B	7.50	5.75	6.75
A	26	7	6.25	5.00
A	1B	4.75	3.50	3.75
A	1B	6.50	5.50	6.75
A	1B	6.75	4.75	4.25
A	28	4.25	6.50	5.50
A	25	6	6.50	6.00
A	28	7	5.50	6.50
A	21	7	8.00	8.00
A	21	5.50	4.75	4.00
A	25	6.50	7.00	7.25
A	1A	8	7.50	8.00
A	30	0	2.25	2.75
A	28	5.75	7.00	7.50
A	11	4.50	6.25	4.75
A	54	5	6.00	6.75
A	1A	7	6.50	6.50
A	26	2.25	3.00	3.75
A	26	7.50	2.75	6.50
A	1B	0.75	2.75	2.50
A	1A	6.75	6.75	5.50
A	26	6.75	6.25	8.25
A	1B	6.50	7.00	6.50
A	19	0.75	2.50	3.25
A	29	5.25	6.00	3.50
A	27	8	7.25	7.75
A	1B	8	6.50	8.50
A	21	7	7.25	8.75
A	40	7.25	6.00	7.00
A	28	4.50	5.75	4.50
A	28	6	6.50	5.00
A	1A	5.50	2.75	9.25
A	28	5	4.75	4.50
A	14	6.25	5.25	4.25
A	1A	5.25	5.75	7.50
A	1B	5	5.50	3.50
A	1A	6.50	6.50	6.75
A	1A	0.75	2.25	2.50
A	25	5.50	3.50	4.00
A	15	6	6.50	6.00
A	1A	6.75	7.50	7.50
A	27	1.25	3.00	3.00
A	1B	7	6.50	8.00
A	1A	5	6.25	4.00
A	24	5.75	5.75	6.25
A	21	6.25	5.75	4.50
A	1A	3.50	6.50	5.00
A	1A	7.75	6.50	7.75
A	1A	6.75	6.75	6.50
A	1B	5.25	7.00	7.25
A	1A	5.75	3.25	5.00
A	19	8	6.50	8.00
A	15	5	4.25	7.50
A	1A	7.25	6.50	7.00
A	22	6.25	5.75	7.25
A	25	2	2.75	4.75
A	09	4.50	6.50	4.50
A	05	3	4.50	4.50
A	1A	6.75	6.00	5.00
A	1B	4.75	4.50	5.25
A	1A	4.50	5.00	5.25
A	03	4.50	5.75	4.75
A	1A	3.75	2.50	3.00
A	1A	4.25	4.75	3.25
A	1B	9	7.50	9.25
A	1A	7.75	6.50	6.25
A	24	6.50	5.75	4.75
A	09	2.25	5.50	3.50
A	1B	7	6.75	6.00
A	1A	5.75	6.50	5.00
A	25	7.50	3.75	8.50
A	25	6	6.50	6.00
A	1B	5.50	5.00	5.25
A	1A	4	5.75	5.00
A	25	5.50	7.25	5.50
A	1A	6.25	7.50	4.50
A	1B	6.50	5.75	7.25
A	29	5.75	4.75	3.00
A	25	6.75	7.00	8.00
A	1B	6.75	4.75	6.50
A	1A	4.75	4.50	5.25
A	28	6	5.50	7.75
A	1B	5.50	3.75	6.25
A	1A	4	6.50	4.00
A	25	5.25	5.50	5.50
A	1A	6.25	6.50	7.75
A	28	8	6.75	7.50
A	23	5.50	4.50	4.50
A	05	5.25	6.50	6.25
A	14	7	4.25	4.50
A	25	6.50	7.75	4.50
A	18	5.25	5.75	6.50
A	1A	6	7.50	6.50
A	1B	3.50	2.50	3.50
A	19	1.25	6.00	4.50
A	1B	5	5.50	5.50
A	1B	5.25	5.75	6.00
A	16	7.25	6.50	7.25
A	17	6	6.50	6.25
A	1B	7.50	4.25	6.50
A	16	7.50	6.50	8.50
A	21	7	6.25	7.00
A	16	7.25	6.75	9.50
A	26	5	5.75	4.50
A	17	0.50	2.50	1.50
A	16	4.75	5.25	6.25
A	22	2.25	5.00	2.75
A	1B	8	4.25	8.00
A	1A	4.75	4.50	1.75
A	17	6	5.50	5.50
A	1A	7.50	6.00	7.25
A	1A	8	6.00	8.50
A	1A	8	7.50	7.50
A	1B	4.50	5.50	5.50
A	28	6.50	6.25	8.00
A	19	6	5.25	5.50
A	1A	6.25	6.25	5.75
A	28	6	6.50	6.50
A	25	5.75	6.75	6.50
A	27	1.25	3.50	3.00
A	1B	5.50	6.50	5.25
A	25	4.50	5.50	5.00
A	19	6.50	6.25	7.00
A	1B	5.75	6.75	5.25
A	1B	4.75	5.25	5.50
A	1B	7.25	6.25	4.50
A	27	3.25	4.50	3.75
A	21	5	5.25	5.25
A	24	6	5.75	6.50
A	26	5.25	6.25	9.00
A	1B	5.50	4.25	3.75
A	1B	7	5.50	5.75
A	22	4.50	5.00	2.50
A	22	6.25	6.50	7.00
A	26	7	6.50	7.50
A	24	7	7.00	8.50
A	1B	6.25	7.25	7.50
A	1A	6.75	8.25	7.75
A	12	8	7.75	7.00
A	26	5.50	4.75	5.50
A	1B	6.75	6.75	7.75
A	25	5.50	6.00	6.75
A	1B	4.50	6.50	6.00
A	1A	7.25	7.25	7.75
A	28	6	5.75	5.50
A	26	6	6.25	5.50
A	28	3.50	2.50	4.00
A	16	4.50	4.50	2.25
A	40	8.50	6.50	7.50
A	25	6.75	6.00	6.25
A	19	8	6.50	6.00
A	1B	7	5.75	6.50
A	1A	6.25	6.75	6.50
A	18	2	3.25	5.50
A	22	5.25	5.50	4.75
A	1A	5.50	5.50	6.50
A	1B	7.50	7.00	8.50
A	21	5	5.50	4.75
A	21	5.25	4.75	3.00
A	21	7.75	7.00	6.50
A	21	5	5.25	5.75
A	21	6.25	7.00	5.50
A	21	7	6.50	7.75
A	21	5.50	4.50	6.25
A	21	6.75	6.50	5.00
A	28	6.25	6.25	6.25
A	19	7	6.50	6.50
A	12	8.75	7.50	8.50
A	1A	6.25	6.50	8.50
A	1B	5	5.25	4.25
A	1B	3.50	5.50	4.00
A	25	6.75	5.75	5.75
A	25	8.50	7.00	9.50
A	1B	6.75	7.25	7.00
A	28	6.75	6.50	6.50
A	21	6.75	6.50	6.50
A	21	6.75	5.00	5.50
A	21	6.25	6.25	7.25
A	1A	6.50	6.25	7.50
A	22	5	6.50	5.50
A	1A	6	6.75	7.50
A	21	1.75	3.00	3.50
A	15	1.75	3.25	3.50
A	1B	2.75	2.25	3.50
A	1A	5	3.25	4.50
A	25	4.75	5.00	4.00
A	1A	5.50	5.50	4.50
A	19	5.25	6.00	5.50
A	28	7	5.25	5.50
A	16	4	3.50	3.50
A	25	2.25	3.50	2.50
A	24	2	5.50	4.50
A	19	1.50	6.50	4.00
A	1B	0.25	3.75	3.50
A	18	1	4.00	2.00
A	1B	1.25	4.50	2.75
A	13	1.50	6.00	8.50
A	19	6.75	7.25	7.50
A	28	0.25	6.25	4.25
A	25	5.25	5.25	3.00
A	26	3.50	4.75	6.25
A	24	1	5.00	3.50
A	25	1.75	1.75	2.50
A	25	5	5.50	3.50
A	28	3.50	4.50	3.50
A	10	1.50	3.75	3.50
A	26	1.50	3.50	4.00
A	1B	5.50	5.25	4.50
A	26	2.75	2.50	3.50
A	24	1	3.25	3.50
A	21	1.25	5.25	4.25
A	1B	0.75	2.50	3.25
A	29	0.25	4.00	3.50
A	29	1.25	2.50	3.50
A	22	2.75	1.00	2.50
A	1B	4	6.00	3.25
A	28	3.75	4.25	4.50
A	1B	3	3.00	3.00
A	26	1.75	3.50	2.25
A	25	4.75	4.50	8.50
A	07	1.25	3.75	2.50
A	26	5.25	6.00	7.50
A	22	4	4.25	3.25
A	26	3.25	3.00	4.00
A	28	6.25	5.50	4.75
A	1B	2	2.75	4.75
A	28	2.50	4.25	6.25
A	27	5.25	4.75	4.25
A	43	0.50	3.00	3.00
A	21	1	3.50	4.00
A	23	0	3.75	4.75
A	1B	2.25	3.75	4.00
A	26	0.75	3.50	1.75
A	28	3.50	3.25	6.50
A	27	5.50	5.25	7.75
A	17	0	2.50	1.75
A	22	4.25	3.75	3.75
A	27	0.25	3.00	3.50
A	28	0.25	4.50	3.00
A	24	2.25	3.50	5.50
A	28	3.75	2.75	2.25
A	29	4.75	3.50	6.00
A	15	2.50	4.00	3.50
A	27	3	3.75	4.75
A	16	0.50	3.50	3.75
A	1B	0.75	3.00	3.50
A	1B	1	2.50	3.00
A	24	2.50	3.75	2.50
A	24	5.25	2.25	4.50
A	22	1.25	8.50	5.75
A	1B	1.75	3.25	3.50
A	27	3.50	5.00	5.75
A	28	3.50	4.25	2.50
A	23	0.25	3.25	3.25
A	22	5	7.25	5.75
A	28	1	2.75	3.00
A	26	1.50	3.75	4.00
A	28	0	5.50	6.75
A	1A	1.75	4.75	3.25
A	1A	0	2.50	1.75
A	28	3.75	2.50	3.50
A	1A	5.50	5.75	3.50
A	26	3.50	3.75	2.75
A	25	3.75	4.50	3.50
A	16	0.75	2.75	5.75
A	1B	1.75	4.25	3.00
A	03	1.75	5.50	3.50
A	08	2	2.50	2.50
A	26	6	6.00	3.50
A	19	1.25	4.25	2.50
A	29	3	4.50	2.50
A	1A	1.50	3.50	1.50
A	21	2.50	3.25	2.50
A	18	0.75	2.25	6.50
A	26	2.50	2.75	3.00
A	17	0	2.50	2.75
A	1B	0	5.25	4.25
A	26	1.25	3.75	3.25
A	16	3.25	2.75	5.00
A	28	4	5.25	6.25
A	1A	0.75	3.50	3.00
A	26	1.50	3.25	3.50
A	17	0.50	2.50	3.25
A	27	3	5.25	3.75
A	1B	1.75	2.50	2.75
A	1B	2.50	6.00	4.00
A	24	4.50	4.50	4.50
A	25	0	1.25	2.25
A	1B	0.25	2.50	2.00
A	1B	5	7.00	6.50
A	24	2	4.50	2.50
A	17	0.25	3.50	2.75
A	25	4	4.25	4.25
A	1A	2	4.25	3.00
A	1B	2	5.75	4.00
A	14	4	4.50	2.75
A	17	0	3.25	3.75
A	12	3.25	4.25	5.00
A	06	1	1.50	2.75
A	1A	7	7.50	7.25
A	1A	6	5.50	6.50
A	1A	6.25	5.50	7.00
A	1A	4.50	5.75	4.50
A	25	2.75	3.50	4.50
A	15	4.25	5.25	5.75
A	26	5.25	6.00	5.50
A	06	6	6.50	5.75
A	29	5.75	6.50	8.00
A	1A	6	5.25	4.75
A	18	5.75	5.75	5.50
A	28	5	3.75	4.25
A	16	2.75	6.25	6.50
A	28	2.50	4.50	3.75
A	13	4.75	5.00	5.50
A	24	4.75	4.00	4.75
A	22	6	7.50	8.25
A	26	5	6.75	6.00
A	17	0.50	3.50	3.50
A	23	1	2.75	2.50
A	27	4	2.50	4.75
A	1B	2.75	3.75	4.50
A	28	4	4.25	3.75
A	10	0.25	3.75	2.50
A	1B	6.75	6.25	6.50
A	15	7.25	7.25	7.00
A	1B	3.75	4.50	4.00
A	1B	5.50	6.00	6.50
A	15	6.25	6.00	5.50
A	1A	6.25	7.50	9.00
A	28	4.25	6.75	7.50
A	1B	5.25	6.50	6.00
A	1A	6.25	5.50	6.25
A	22	7.75	6.50	8.75
A	1A	7.75	7.50	8.50
A	27	2.50	3.25	2.75
A	16	7.75	6.75	8.25
A	1A	8	7.00	7.50
A	28	4.25	6.00	3.00
A	19	6	5.75	5.75
A	19	7.75	6.00	6.50
A	28	6.50	5.50	5.50
A	1B	4.25	5.50	4.50
A	1A	4.50	4.75	5.50
A	24	4.75	7.25	6.50
A	1A	7.75	6.75	5.25
A	1A	6.50	5.50	5.00
A	1A	6.75	5.75	5.75
A	26	3.75	5.50	4.50
A	22	0.50	3.25	2.50
A	1A	4.50	4.50	2.75
A	27	4.50	4.50	3.75
A	05	0.75	3.50	3.75
A	18	2.50	3.00	2.50
A	1B	2	2.25	1.75
A	24	2.50	3.75	4.75
A	16	1.75	5.75	7.50
A	09	0	2.50	1.75
A	25	4	3.50	4.50
A	1B	5	3.25	3.50
A	21	2.75	3.50	4.75
A	21	0.75	2.50	3.75
A	26	4.25	6.50	4.75
A	18	7	7.50	7.50
A	03	8.50	8.75	9.00
A	03	6.50	6.50	7.50
A	03	7	7.50	8.50
A	03	7.50	6.50	7.25
A	03	7.75	6.00	5.25
A	03	7.25	5.50	7.50
A	03	7.25	7.75	7.50
A	03	5.25	5.25	6.25
A	03	6.25	6.50	6.75
A	03	7.25	6.50	7.50
A	03	6.50	6.75	8.75
A	03	8.75	7.00	6.50
A	03	7.25	8.00	8.75
A	03	9	7.25	9.50
A	03	8.25	8.00	9.50
A	03	8.25	6.50	9.25
A	03	7	6.75	7.50
A	03	7	6.50	6.25
A	03	7.75	6.00	9.00
A	03	7.25	7.25	8.75
A	03	8	7.00	8.25
A	03	6.50	6.50	6.75
A	03	7.25	6.50	7.50
A	03	6.75	4.00	4.75
A	03	6.75	6.75	6.75
A	03	8.50	5.75	7.75
A	03	7.75	6.75	6.25
A	03	5.75	7.75	7.00
A	03	6.75	6.50	7.75
A	03	9	7.50	9.50
A	03	8	7.00	9.00
A	03	6.75	7.25	9.25
A	03	7	5.50	6.25
A	03	6.50	6.50	6.50
A	03	7.25	8.25	8.00
A	03	7.25	5.75	4.25
A	03	7	6.75	5.50
A	03	8.75	7.75	9.00
A	03	9	8.00	8.50
A	03	7.25	6.75	7.50
A	03	7.75	7.75	8.50
A	03	6	7.00	7.75
A	03	7.50	7.00	7.75
A	03	7.25	6.50	7.50
A	03	7	4.50	8.00
A	03	9	8.50	9.25
A	03	8	8.25	9.50
A	03	7.50	8.75	9.50
A	03	7.25	6.75	6.50
A	03	8.50	8.00	8.50
A	03	8.25	7.50	8.50
A	03	7.50	7.25	7.75
A	03	8.50	7.50	7.00
A	03	7.50	8.50	9.25
A	03	8	8.25	9.50
A	03	6.75	6.50	6.50
A	03	7	7.50	8.00
A	03	9	8.25	8.50
A	03	6.75	7.00	6.50
A	03	6.75	7.00	7.25
A	03	7.75	7.75	8.50
A	03	9	8.50	9.25
A	03	8.25	6.50	8.50
A	03	7.75	7.50	9.50
A	03	8	6.75	8.50
A	03	7.50	7.00	7.50
A	03	8	7.50	7.25
A	03	8	8.50	9.00
A	03	8	8.00	8.25
A	03	7.50	7.50	8.50
A	03	8.50	7.75	8.75
A	03	7	7.25	8.50
A	03	7	8.75	9.25
A	03	7.75	8.50	8.50
A	03	7.25	8.50	9.50
A	03	9	7.75	9.50
A	03	8.25	8.00	8.50
A	03	7.75	7.00	8.50
A	03	8	7.00	9.50
A	03	7	6.50	5.50
A	03	6	5.50	6.50
A	03	7.25	6.25	8.25
A	03	8	8.50	9.25
A	03	8.25	7.50	8.25
A	03	8	5.50	7.00
A	03	8.50	6.75	7.50
A	03	7.75	8.00	8.25
A	03	8.25	6.75	8.25
A	03	8.25	7.00	6.75
A	03	8.50	8.25	8.75
A	03	7.75	7.75	7.75
A	03	7	8.00	8.75
A	03	7.50	7.25	8.00
A	03	8	7.50	9.00
A	03	6.25	5.50	6.00
A	03	6.25	7.25	6.00
A	03	8.75	6.00	6.75
A	03	7	6.75	6.50
A	03	7.25	7.75	8.50
A	03	8	7.50	7.25
A	03	7	6.50	8.50
A	03	7	6.50	5.50
A	03	5.75	5.75	5.50
A	03	6.75	6.50	8.50
A	03	9	7.50	8.75
A	03	7.50	7.75	8.50
A	03	3.50	6.75	5.00
A	03	8.75	7.50	9.50
A	03	8.50	8.00	8.25
A	03	9	7.75	8.25
A	03	6.75	6.50	6.25
A	03	7	7.25	7.75
A	03	7.50	6.50	6.00
A	03	7	6.25	6.50
A	03	7	6.50	7.25
A	03	3.75	6.50	7.50
A	03	7.75	7.25	8.50
A	03	5.75	6.50	8.25
A	03	7.25	7.75	9.50
A	03	8	7.00	8.50
A	03	6.50	5.25	4.50
A	03	7.50	7.25	8.50
A	03	8	7.25	8.50
A	03	6.25	7.25	8.00
A	03	8	6.75	8.25
A	03	6.25	7.25	7.50
A	03	4.25	6.00	6.00
A	03	8.25	7.50	8.25
A	03	6.50	6.75	6.25
A	03	5.75	6.50	7.50
A	03	7	5.00	9.25
A	03	6.75	5.75	6.50
A	03	6.75	6.50	5.50
A	03	7.25	7.75	9.25
A	03	8	7.00	7.50
A	03	8	7.25	8.25
A	03	8	7.75	8.50
A	03	7.50	6.75	7.25
A	03	7	5.25	6.25
A	03	7	6.75	6.75
A	03	6	6.50	7.75
A	03	8.25	8.25	8.75
A	03	7	7.00	6.25
A	03	6.75	7.00	8.50
A	03	6.75	6.75	7.75
A	03	7	6.75	7.50
A	03	8.25	7.25	7.50
A	03	6.75	5.50	4.25
A	03	6.25	7.25	8.00
A	03	8.50	7.50	9.00
A	03	9	7.00	7.75
A	03	7.75	7.25	9.00
A	03	7.25	7.00	8.50
A	03	6.50	5.25	7.75
A	03	7.50	7.00	9.00
A	03	7	7.00	7.50
A	03	9	6.75	8.50
A	03	8.50	7.50	9.50
A	03	7.75	7.75	9.00
A	03	4.75	6.25	6.00
A	03	7.75	7.00	8.25
A	03	6.75	6.75	7.50
A	03	6.75	6.50	7.00
A	03	1	2.00	3.00
A	03	2	5.00	5.50
A	03	8.25	5.25	6.00
A	03	6.75	5.50	5.25
A	03	8.25	6.50	9.00
A	03	2.25	4.50	4.50
A	03	8	6.75	8.50
A	03	7.25	6.75	8.50
A	03	6.25	7.25	8.75
A	03	7.50	6.50	8.50
A	03	6.50	6.75	7.25
A	03	8	8.00	8.25
A	03	8	7.25	8.25
A	03	6.75	7.25	7.50
A	03	7.75	6.50	5.50
A	03	8.25	8.00	8.50
A	03	9	7.75	8.75
A	03	8.75	7.50	10.00
A	03	7.25	7.50	8.50
A	03	8	7.50	8.50
A	03	6.50	7.00	7.25
A	03	7.75	7.00	9.00
A	03	8	7.00	8.00
A	03	7.50	8.00	8.75
A	03	6.75	7.00	7.00
A	03	6.25	7.25	7.00
A	03	6.50	6.75	6.50
A	03	8	8.50	8.50
A	03	1	4.00	2.25
A	03	6.75	6.00	6.50
A	03	7.25	6.75	7.50
A	03	6	6.00	5.25
A	03	9	8.25	8.75
A	03	8	7.50	8.75
A	03	5.50	4.75	5.50
A	03	6	4.25	4.00
A	03	4.50	5.25	4.50
A	03	7	7.00	5.50
A	03	8.25	7.50	8.00
A	03	8	6.50	5.50
A	03	7.75	7.00	6.50
A	03	8	7.50	8.50
A	03	8	6.75	7.50
A	03	6.50	8.00	7.75
A	03	7.75	8.00	9.00
A	03	8.25	8.00	9.75
A	03	7.50	6.50	8.50
A	03	7	8.00	6.75
A	03	8.50	7.00	8.50
A	03	8.50	6.75	6.50
A	03	7.50	6.50	7.75
A	03	7	6.50	7.25
A	03	7.50	7.75	8.50
A	03	4.75	3.75	3.50
A	17	7	6.50	5.50
A	17	6.50	5.75	5.75
A	17	7	8.25	7.75
A	17	7.25	7.25	8.50
A	17	7.75	7.50	8.50
A	17	7	7.00	7.50
A	17	4	4.75	3.50
A	17	7.25	5.25	7.75
A	17	6	7.00	4.75
A	17	6.25	6.50	7.50
A	17	8.50	7.00	8.25
A	17	7.50	6.75	5.75
A	17	7.25	8.00	8.50
A	17	6.75	6.25	6.25
A	17	8.25	6.75	6.25
A	17	7.50	7.25	8.50
A	17	7	7.50	8.50
A	17	7	6.00	5.00
A	17	9	7.25	8.50
A	17	7.50	6.75	5.50
A	17	6.75	8.00	9.50
A	17	6.75	6.50	8.25
A	17	6.75	6.50	7.75
A	17	7.50	6.25	8.00
A	17	6.50	7.50	8.50
A	17	6.50	5.50	4.50
A	17	6.75	7.25	8.25
A	17	8	2.50	1.50
A	17	6.50	6.50	7.50
A	17	0	2.50	2.50
A	17	5	5.50	4.50
A	17	5	2.50	3.50
A	17	4.50	5.50	5.50
A	17	8.75	7.25	8.00
A	17	7.75	6.75	7.50
A	17	7	7.50	8.50
A	17	6	7.00	5.50
A	17	7.25	5.50	6.00
A	17	5.75	7.00	7.25
A	17	8	6.50	7.25
A	17	7.25	7.50	9.00
A	17	6.75	6.75	5.75
A	17	7.50	6.50	5.50
A	17	7	7.25	6.50
A	17	4.50	4.75	6.50
A	17	2.25	4.00	3.25
A	17	0.25	2.00	2.75
A	17	6	7.50	7.50
A	17	6.75	6.50	7.50
A	17	8	7.50	9.25
A	17	7.75	8.25	8.75
A	17	6.75	6.25	7.75
A	17	7.75	6.00	8.50
A	17	8	8.25	9.50
A	17	7	7.00	7.00
A	17	8	6.25	8.50
A	17	8.50	8.50	7.50
A	17	9	8.50	10.00
A	17	6.50	7.50	8.50
A	17	7	6.25	7.25
A	17	6.75	6.75	7.25
A	17	6.50	6.50	6.00
A	17	1.25	3.50	3.25
A	17	5.50	7.00	4.75
A	17	0	2.50	3.00
A	17	7.50	6.75	6.75
A	17	8.75	6.75	9.00
A	17	8	5.50	8.25
A	17	6.50	7.50	8.50
A	17	7.50	7.50	8.50
A	17	7.25	6.50	8.75
A	17	7	6.25	6.50
A	17	8	5.75	7.75
A	17	6.75	6.00	5.50
A	17	6.75	6.50	7.25
A	17	7.25	7.50	5.75
A	17	5.75	7.25	7.50
A	17	8	6.50	7.25
A	17	8.50	5.75	7.25
A	17	3.25	5.00	4.50
A	17	6.75	7.25	8.50
A	17	6.75	6.75	8.50
A	17	8.50	7.25	8.25
A	17	7.50	6.50	5.25
A	17	7	3.50	6.00
A	17	8	6.50	8.50
A	17	6.25	6.50	6.75
A	17	8	6.75	9.75
A	17	2.50	4.25	3.25
A	17	3.50	5.75	4.50
A	17	7.25	7.00	6.25
A	17	5.75	5.50	4.50
A	17	7.25	5.75	7.50
A	17	8	4.25	9.00
A	17	3	3.75	3.00
A	03	7	6.50	9.00
A	03	8	6.50	6.75
A	17	5.75	6.75	6.25
A	03	7	5.75	8.00
A	03	3.75	3.75	3.25
A	03	8	6.50	7.00
A	03	4	3.75	4.50
A	03	5.50	6.50	6.75
A	03	7	8.00	8.50
A	03	7	7.50	7.50
A	29	7.50	7.50	8.50
A	29	6.75	8.25	9.50
A	29	9	7.50	8.50
A	29	4	4.50	8.00
A	29	7.25	8.00	7.25
A	29	8	6.50	6.50
A	29	6	5.25	4.00
A	29	6.25	7.50	7.25
A	29	6.50	7.25	7.00
A	29	7.50	7.25	7.00
A	29	8	7.50	8.00
A	29	6.75	5.25	7.25
A	29	8	6.50	7.25
A	29	7.25	4.50	8.00
A	29	7.50	6.75	7.50
A	29	4.75	3.50	4.50
A	29	7	8.00	8.75
A	29	7.50	6.00	8.00
A	29	8	7.25	7.75
A	29	7.75	6.75	7.75
A	29	8.25	7.50	6.75
A	29	8	6.50	6.50
A	29	7	7.75	7.00
A	29	8	7.75	8.50
A	29	7.50	6.50	6.50
A	29	6.75	6.50	6.50
A	29	7.50	6.75	8.00
A	29	8.25	7.25	9.00
A	29	7.25	8.75	9.25
A	29	6	5.50	5.25
A	29	8.75	7.75	9.00
A	29	7	5.50	6.00
A	29	5	6.50	6.50
A	29	7.75	7.50	7.00
A	29	7	6.50	6.75
A	29	8	6.50	7.75
A	29	6.50	4.50	5.75
A	29	8	7.25	6.00
A	29	7.75	7.00	6.50
A	29	6.75	5.50	7.00
A	29	5.50	6.50	5.50
A	29	2.50	3.75	3.75
A	29	7	6.75	8.50
A	29	6	6.50	8.50
A	29	6.25	6.50	6.00
A	29	8.75	8.00	9.00
A	29	8	6.50	8.75
A	29	9	7.75	9.25
A	29	8.25	7.50	8.50
A	29	8.75	7.00	7.50
A	29	8	8.75	8.75
A	29	7	7.25	8.00
A	29	7.50	7.50	8.00
A	29	6.25	7.00	9.25
A	29	7.50	7.25	8.00
A	29	5	5.00	5.25
A	29	8.75	7.75	8.50
A	29	7	6.75	8.00
A	29	6.75	5.75	6.75
A	29	8.25	6.50	8.25
A	29	8.50	6.75	8.50
A	29	6.25	5.50	9.00
A	29	6.25	5.25	5.75
A	29	8.25	4.50	7.00
A	29	5.75	4.50	8.50
A	29	6.25	4.00	8.00
A	43	7.25	7.25	8.50
A	30	8.25	7.75	9.50
A	29	6.75	6.75	8.75
A	29	8.50	5.75	9.00
A	29	8.50	7.00	8.25
A	30	5.75	3.00	4.75
A	30	7.25	7.25	8.00
A	29	7.50	6.50	6.50
A	29	8.25	8.00	8.75
A	29	7.25	8.00	6.25
A	29	7.25	6.75	8.50
A	29	8	5.50	7.00
A	29	7.75	6.50	7.00
A	29	8	7.00	9.25
A	29	8.25	7.50	6.50
A	29	7.75	6.25	7.75
A	29	8	6.50	8.25
A	29	7.75	6.00	4.50
A	30	7	7.00	7.50
A	29	8	7.75	8.75
A	29	8	7.00	8.25
A	29	8	9.00	9.50
A	29	7.75	7.50	8.25
A	29	7.75	8.00	9.25
A	29	6.50	7.50	8.50
A	29	7.50	6.75	7.75
A	29	7.75	5.50	7.25
A	29	8	6.00	8.50
A	29	7.50	6.50	7.50
A	29	6.75	6.50	7.00
A	29	6.75	6.25	8.00
A	29	6.75	6.00	6.75
A	29	6.25	6.50	8.00
A	29	7.75	7.75	8.00
A	29	8.25	7.50	8.75
A	29	8.50	8.50	9.50
A	30	6.50	2.50	4.00
A	29	6.50	6.50	5.75
A	29	7.25	7.50	6.50
A	29	6.75	3.25	4.50
